,SiteCode,SiteName,Latitude,Longitude,LocalAuthorityID,SiteClassification,HeadHeight,ToRoad,SiteLocationType,Indoor,SitePhotoURL,SiteDescription,SleepTime,BatteryStatus,BatteryPercentage,SignalStrength,SensorsHealthStatus,OverallStatus,DeviceCode,StartDate,EndDate,LastCommunication,InputPowerError,InputPowerCurrent,InputPowerVoltage,InputBatteryError,InputBatteryVoltage,ChargingStatus,SignalQuality,BatterySleepMultiplier,WeatherError,PMError,NO2Error,LatestINO2Value,LatestINO2Index,LatestINO2IndexSource,LatestIPM10Value,LatestIPM10NUMValue,LatestIPM1Value,LatestIPM1NUMValue,LatestIPM25Value,LatestIPM25Index,LatestIPM25IndexSource,LatestIPM25NUMValue,LatestRELHUMValue,LatestTEMPERATValue,SiteActive,SiteGroup,PowerTag,Enabled,OtherTags,OrganisationName,SponsorName,HourlyBulletinEnd
113,CLDP0134,Robin Hood Juniors - Kingston,51.36526870727539,-0.1964199990034103,,Roadside,,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/ef7926abcfd2b7562e1f58619737931fe4b7f11553971983f9d6ec0cc793aee4,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,AX3083FB,2021-09-10T10:10:23.213Z,,2023-02-05T21:23:11.110Z,0,0,0.0,0,4.137189865112305,7,31,1,0,0,0,129.0,2.0,Measurement,,,,,12.0,1.0,Measurement,,,,1,SLP-Kingston,Solar,Y,"Deployed, Kingston upon Thames, Phase 2, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
114,CLDP0135,Carshalton Boys Sports College - South,51.3779296875,-0.1742800027132034,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/402ba36da0a4bfbfa522bd3c981d841dcd1a551582ba90ac8a34ab08d47cba41,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,AB0LX8JC,2022-09-13T14:09:44.747Z,,2023-02-05T20:28:40.847Z,0,0,0.0,0,4.151589393615723,7,30,1,0,0,0,57.0,1.0,Measurement,,,,,17.0,2.0,Trigger,,,,1,SLP-Kingston,Solar,Y,"Deployed, Kingston upon Thames, Phase 2, Replacement, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
115,CLDP0136,"Kew Rd, Richmond, nr taxi rank/opposite Richmond station",51.46399688720703,-0.3015956580638885,,Roadside,3.0999999046325684,0.699999988079071,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/e45fff420772507c419a2022f5715a1ec28be9f604f0423106b38add97361541,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,recoveryMode,83.0,marginal,nominal,needsAttention,AJGBLH7M,2022-06-06T20:00:00.000Z,,2023-01-18T15:28:05.007Z,0,0,0.0,0,3.759470462799072,7,9,16,0,0,0,,,,,,,,,,,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
116,CLDP0137,Cheam Fields Primary,51.36585235595703,-0.2203229963779449,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/84ec63157bc370307440a8c2405358a8a5815ab83c17a95402138a6023f19f7c,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,A6WG76WH,2021-09-16T09:02:57.430Z,,2023-02-05T20:16:41.087Z,0,0,0.0,0,4.119466781616211,7,31,1,0,0,0,85.0,2.0,Measurement,,,,,15.0,1.0,Measurement,,,,1,SLP-Kingston,Solar,Y,"Deployed, Kingston upon Thames, Phase 2, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
117,CLDP0138,"High St, Hampton Hill, opposite j/w Windmill Rd.",51.42570495605469,-0.3569041192531585,,Roadside,2.299999952316284,1.7000000476837158,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,94.0,excellent,nominal,healthy,A1BYHS2K,2021-09-20T21:06:16.547Z,,2023-02-05T20:02:21.683Z,0,0,0.0,0,3.92783784866333,7,31,1,0,0,0,102.0,2.0,Measurement,,,,,12.0,1.0,Measurement,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
118,CLDP0139,"Park Rd, Hampton Hill, nr j/w High St, TW11,",51.42922592163086,-0.3547405898571014,,Roadside,2.200000047683716,0.6000000238418579,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,98.0,excellent,nominal,healthy,A2HGRKBL,2021-09-20T20:49:06.003Z,,2023-02-05T20:02:44.417Z,0,0,0.0,0,4.070728778839111,7,24,1,0,0,0,122.0,2.0,Measurement,,,,,15.0,1.0,Measurement,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
119,CLDP0140,"South Rd, outside Lidl, nr j/w Wellington/Hampton Rd TW2",51.43558120727539,-0.3488876819610595,,Roadside,2.5,1.100000023841858,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,97.0,excellent,nominal,needsAttention,A4WS7Z43,2021-09-20T20:27:57.523Z,,2023-01-05T21:37:07.913Z,0,0,0.0,0,4.030852317810059,7,31,1,0,0,0,,,,,,,,,,,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
120,CLDP0141,"RFU Stadium, Whitton Rd j/w A316",51.45442199707031,-0.338166207075119,,Roadside,2.200000047683716,0.6000000238418579,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,95.0,excellent,nominal,healthy,A91M6XL5,2021-09-20T22:09:41.197Z,,2023-02-05T20:21:00.337Z,0,0,0.0,0,3.971037387847901,7,31,1,0,0,0,75.0,2.0,Measurement,,,,,9.0,1.0,Measurement,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
121,CLDP0142,"Burtons Road, Hampton Hill, west of j/w Albert Road, on railway bridge",51.43083190917969,-0.3567384779453277,,Roadside,2.200000047683716,1.0,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,99.0,excellent,nominal,healthy,A9DWKPVP,2021-09-20T21:18:45.980Z,,2023-02-05T20:25:38.803Z,0,0,0.0,0,4.147158622741699,7,25,1,0,0,0,86.0,2.0,Measurement,,,,,16.0,1.0,Measurement,,,,1,SLP-Richmond,Solar,Y,"Aerial Broken, Richmond upon Thames, Solar300, South London Partnership, V1, Withdrawn, with Carol Lee",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
122,CLDP0143,"St John the Baptiste Primary Sch, Lwr Teddington Rd KT1 4HQ ( between Seymour Rd and Broom Pk)",51.41748428344727,-0.3096784651279449,,Roadside,2.400000095367432,0.3000000119209289,School,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,recoveryMode,61.0,marginal,degraded,needsAttention,AHWXLSZ9,2021-09-30T19:01:00.000Z,,2023-01-18T06:45:54.480Z,0,0,0.0,0,3.6066102981567374,7,7,16,0,0,0,,,,,,,,,,,,,,1,SLP-Richmond,Solar,N,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
123,CLDP0144,"Stanley Juniors Sch, Strathmore Rd, Teddington TW11 8UH",51.433860778808594,-0.3449203372001648,,Roadside,2.299999952316284,4.0,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,recoveryMode,90.0,excellent,nominal,needsAttention,AD608SZP,2021-09-20T20:09:19.190Z,,2023-01-03T11:17:16.877Z,0,0,0.0,0,3.8491926193237305,7,27,4,0,0,0,,,,,,,,,,,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
124,CLDP0145,"St Richard Reynolds College, Clifden Rd, north of j/w Copthall Gdns TW1",51.44770050048828,-0.3337107300758362,,Roadside,2.400000095367432,0.6000000238418579,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,charging,94.0,excellent,nominal,needsAttention,ANNZ9H0K,2021-09-20T19:01:21.000Z,,2023-01-03T10:28:51.370Z,0,29,4.348189830780029,0,3.9400224685668954,2,26,1,0,0,0,,,,,,,,,,,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
125,CLDP0146,"Broad St, Teddington, nr Tescos + j/w Queens Rd TW11",51.426029205322266,-0.3390727937221527,,Roadside,2.299999952316284,0.4000000059604645,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,recoveryMode,93.0,excellent,nominal,needsAttention,AQPZX0ZB,2021-09-20T19:57:03.243Z,,2023-02-05T20:55:19.450Z,0,0,0.0,0,3.913438081741333,7,31,4,0,0,0,,,,,,,,,,,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
126,CLDP0147,"Hospital Brg Rd, north of Montrose Ave, Turing House School development",51.45015335083008,-0.3669281899929046,,Roadside,2.5,0.800000011920929,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,98.0,excellent,nominal,healthy,ARCXB36L,2021-09-20T21:35:08.787Z,,2023-02-05T21:07:21.033Z,0,0,0.0,0,4.071836471557617,7,29,1,0,0,0,,,,,,,,,,,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
127,CLDP0148,"Deer Park Schl/Lidl, Richmond Rd, opp j/w Morley Rd, E Twickenham",51.45554733276367,-0.3104137182235718,,Roadside,2.299999952316284,0.699999988079071,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,normal,95.0,excellent,nominal,healthy,AWR1PSML,2021-09-20T19:04:49.607Z,,2023-02-05T21:22:54.710Z,0,0,0.0,0,3.9632837772369385,7,23,1,0,0,0,71.0,2.0,Measurement,,,,,14.0,1.0,Measurement,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
128,CLDP0149,"High St Teddington, nr Post Office and M&S",51.42730712890625,-0.329757809638977,,Roadside,2.299999952316284,1.600000023841858,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,recoveryMode,92.0,excellent,nominal,needsAttention,AXJFVKHR,2021-09-20T19:42:31.960Z,,2023-01-05T21:56:52.700Z,0,0,0.0,0,3.891284465789795,7,31,4,0,0,0,,,,,,,,,,,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
129,CLDP0150,"St Margarets Rd, opposite St Margarets station, TW1",51.45526885986328,-0.3198755383491516,,Roadside,2.200000047683716,0.699999988079071,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,recoveryMode,89.0,excellent,nominal,needsAttention,AY72DXZF,2021-09-20T22:21:27.037Z,,2023-01-05T23:07:44.457Z,0,0,0.0,0,3.843654155731201,7,27,4,0,0,0,,,,,,,,,,,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
130,CLDP0151,"Kew Rd, nr entrance to Kew Gardens, (opp j/w The Avenue)",51.47415542602539,-0.2923604547977447,,Roadside,2.299999952316284,0.699999988079071,,0,,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.\r\nThis Node has been deployed along with a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,recoveryMode,92.0,excellent,nominal,needsAttention,AZQN7JL7,2021-09-20T19:00:00.000Z,,2023-01-05T19:40:01.117Z,0,0,0.0,0,3.890176773071289,7,26,4,0,0,0,,,,,,,,,,,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
131,CLDP0152,Horn Link Way j/w Peartree Way,51.4913215637207,0.0184335354715585,,Roadside,2.900000095367432,3.1700000762939453,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/f8b2f722eae42ade3655e8a3c8b588bb2f77efa1596ab60058354d9d4caae5df,"This node is solar powered and mounted on a lamppost in a roadside location.  The node is positioned here to review levels of pollution arising from both road traffic and fugitive emissions from industry.\r\nThe location is adjacent to part of the Greenwich Millennium Village, a strategic regeneration site within the Royal Borough of Greenwich. It received planning permission circa 2012 to deliver new residential units along with commercial, retail and community uses. The scheme has been built out in phases and has delivered a significant number of residential units that have made an important contribution to the annual housing targets within the Borough. The residential developments are bordered by long standing industry including, aggregate and cement works, and waste transfer operations. These industries supply an array of materials to support the construction sector and infrastructure projects in both Greenwich and the wider city.",300.0,normal,98.0,excellent,nominal,healthy,A36R8B5N,2021-09-25T11:40:21.343Z,,2023-02-05T20:06:53.363Z,0,0,0.0,0,4.057436466217041,7,31,1,0,0,0,60.0,1.0,Measurement,,,,,8.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Greenwich, Quid Pro Quo, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
132,CLDP0153,"Ceres Road, j/w Bannockburn Road - Bannockburn Primary School",51.48773193359375,0.0943627133965492,,Roadside,2.75,0.5,School,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/91bc5362695327d3f0cc5f1f8a28056378c855a435ef264cf08f3e9808c26f2f,"This node is solar powered and mounted on a lamppost to capture levels of pollution from road traffic in the vicinity. \r\nBannockburn Primary School is a diverse learning community located in Plumstead that provides the best possible support in enabling pupils to achieve their best. The school is spread across two sites both located within the Plumstead area. Pupils from Reception to Year 2 are based at the High Street site which is closest to where the node is located. The school has high aspirations for pupils, their families and the community of Plumstead. The Schools Vision is 'Growing Together, Learning for Life'.\r\nThe area surrounding the school site has been identified as having a high proportion of private rented housing, and in particular Houses in multiple occupation (HMO). With a localised Nepalese speaking community, the Council's Environmental and Housing Services are working closely with charity and community groups to better engage with this community on Environmental and Housing matters.",300.0,normal,99.0,excellent,nominal,healthy,A7R0844Q,2021-09-23T16:00:56.070Z,,2023-02-05T20:22:42.593Z,0,0,0.0,0,4.141620635986328,7,31,1,0,0,0,60.0,1.0,Measurement,,,,,11.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Greenwich, Quid Pro Quo, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
133,CLDP0155,"Beresford Square, Woolwich, London SE18 6AY",51.4912109375,0.0691520869731903,,Urban Background,3.0,39.7599983215332,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/a9e4b06f9aebfd80b97725a1330c18d6ede0a78a84c933e1d818ab446825ae7b,"This node is solar powered and mounted on a lamppost in the town centre.  The node is positioned here to capture levels of pollution in this public open space. Sources of pollution include road traffic and construction works in the vicinity. \r\n\r\nBeresford Square is a pedestrianised town and market square in Woolwich in the Royal Borough of Greenwich. The square is home to a council-run market, dating back to the 1600s, selling general goods, providing bike repairs and food vendors with outdoor seating. The market operates six days per week and includes the location of the main gate of the old Royal Arsenal. The surrounding area includes the Woolwich Arsenal DLR Station, Beresford Street (A206), and the Woolwich redevelopment site at Royal Arsenal; a waterside housing and retail development area adjacent to the new Crossrail station.",300.0,normal,99.0,excellent,nominal,healthy,AM1Q4C3P,2021-09-25T12:50:50.900Z,,2023-02-05T20:54:10.683Z,0,0,0.0,0,4.127220630645752,7,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Greenwich, Quid Pro Quo, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
134,CLDP0156,"Royal Hill, London, SE10 8RZ, adjacent to James Wolfe Primary School",51.47663879394531,-0.0093957735225558,,Roadside,2.900000095367432,1.2100000381469729,School,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/a03be76dff71f9256901409a5d86a968bb7b85a311e879faa41a8cbc0c16476a,This node is solar powered and mounted on a lamppost at a roadside location adjacent James Wolfe Primary School. Local communities include both residents and students. The surrounding area forms part of the West Greenwich Low Traffic Neighbourhood and local resident groups have asked about the impact of this scheme on local air quality.,300.0,normal,95.0,excellent,nominal,healthy,AN18W133,2021-09-25T12:09:03.507Z,,2023-02-05T20:55:06.913Z,0,0,0.0,0,3.968822240829468,7,28,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Greenwich, Quid Pro Quo, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
135,CLDP0157,"John Wilson Street, Woolwich, adjacent to St Mary Magdalene C of E School",51.49107360839844,0.0618073567748069,,Roadside,3.0,2.5299999713897705,School,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/d95de9361a531bd552974b4e9caab5aaec119f8a9a0ed64a1544259fc9273916,This node is solar powered and mounted on a lamppost at a roadside location adjacent to the A205 pedestrian subway and St Mary Magdalene C of E School on John Wilson Street (A205 South Circular). Local communities include residents and students. The surrounding area includes Ferry view Health Centre and the Woolwich Ferry Terminal. The node location marks the edge of the London Ultra Low Emission Zone (ULEZ) extension up to the South Circular which comes into effect on 25th October 2021.,300.0,normal,99.0,excellent,nominal,healthy,AYFYZ07C,2021-09-25T11:13:01.687Z,,2023-02-05T21:23:31.600Z,0,0,0.0,0,4.120574474334717,7,25,1,0,0,0,55.0,1.0,Measurement,,,,,12.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Greenwich, Quid Pro Quo, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
136,CLDP0158,"Amhurst Road, Hackney",51.55272674560547,-0.0665930956602096,,Roadside,2.75,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/554c4a52ba5b33b4af3f807dde785e513a0f5cddcbeadd913311ebca6feccd1d,"The site is a kerbside location adjacent to a moderately busy road right in the centre of the borough of Hackney.\r\nAt this point, Amhurst Road is predominantly residential. The properties consist of a mix of residential blocks as well as some larger, older houses, many of which have been converted into separate residential units. Therefore, there will be a relatively high number of people in the area who may be affected by air pollution.\r\nAmong these are the residents of the Downs Estate. The estate includes 210 homes and is managed by a Tenant Management Organisation. The TMO has been instrumental in delivering improvements to the homes and this has included planting and landscaping works. Locating a Breathe London Node on their doorstep provides an opportunity to help further the interests of residents in their local environment and to see changes in air pollution over time. This we hope can encourage behaviour change and also help to raise awareness of their successes.",300.0,normal,96.0,excellent,nominal,healthy,ABS2JHGS,2021-09-30T10:39:47.483Z,,2023-02-05T20:31:30.860Z,0,0,0.0,0,4.000945091247559,7,28,1,0,0,0,73.0,2.0,Measurement,,,,,19.0,2.0,Trigger,,,,1,GLA,Solar,Y,"Deployed, Hackney, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
137,CLDP0159,Whitehall Park School,51.57253646850586,-0.1340309977531433,,Roadside,2.400000095367432,2.5,School,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/f86102b655db288a3b9d33dba595de90f204b44a8c1a1073fc9af04c1c0dee41,"In 2018 Islington started monitoring air quality outside every school in the borough using diffusion tubes, which provide monthly readings of the pollutant NO2. The tube for Whitehall Park School was located on Hornsey Lane and measured some of the highest pollution levels for schools in the borough, in contrast to modelled data for the school, and we think the Node will be a good way to help investigate further.",300.0,recoveryMode,94.0,excellent,nominal,needsAttention,A0GKTRKF,2021-11-05T13:43:00.000Z,,2023-02-05T20:01:47.827Z,0,0,0.0,0,3.936699390411377,7,25,4,0,0,0,48.0,1.0,Measurement,,,,,12.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Islington, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
138,CLDP0160,Bedfords Park Walled Garden,51.60942077636719,0.1953145414590835,,Urban Background,2.700000047683716,68.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/6eb665de3ca1d48855cbf2e994441cfba83a245b4a4e2db5993c1b0fd04e7b68,This is one of nine Nodes  deployed at locations which are expected to have low pollution levels but which are representative of large areas  around them.  This provides balance across the network with many other Nodes being at higher pollution locations.\r\n\r\n The Walled Garden dates from the 1770s and is set within a public park which was formerly an extensive Georgian estate called Bedfords; the house was demolished in 1959.\r\n\r\nThe Node is located on a pole within the Walled Garden which covers an area of 1.5 acres and is approximately 100m long by 62 m wide.,300.0,normal,99.0,excellent,nominal,healthy,A6XR1V8N,2022-02-24T12:35:00.000Z,,2023-02-05T20:13:23.317Z,0,0,0.0,0,4.12500524520874,7,23,1,0,0,0,43.0,1.0,Measurement,,,,,7.0,2.0,Trigger,,,,1,GLA,Solar,Y,"Coldspot, Deployed, Havering, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
139,CLDP0161,Redbridge-South Woodford,51.59226989746094,0.027148999273777,,Roadside,2.700000047683716,0.6000000238418579,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/470a6cc6aacb67e8f201499fc9cea24c19574e3abb6f41fc9faee27ac329400a,,300.0,normal,99.0,excellent,nominal,healthy,A3J7HL31,2021-10-08T11:17:33.743Z,,2023-02-05T20:03:46.117Z,0,0,0.0,0,4.132759094238281,7,31,1,0,0,0,45.0,1.0,Measurement,,,,,10.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Quid Pro Quo, Redbridge, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
140,CLDP0162,Cotleigh Road - Havering,51.5743293762207,0.1748919934034347,,Roadside,2.799999952316284,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/9919262475cd060a6ea87223a52abaf963b51c955d60420f921507715ccef758,This Node is sited in Cotleigh Road due to concerns raised by local residents as regards potential impact from a future large nearby development.,300.0,normal,99.0,excellent,nominal,healthy,AQCJ92MP,2021-10-08T10:34:19.630Z,,2023-02-05T21:04:55.977Z,0,0,0.0,0,4.126112937927246,7,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Havering, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
141,CLDP0163,Fontain Avenue -Havering,51.536128997802734,0.1798299252986908,,Roadside,2.700000047683716,0.6000000238418579,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/7a1ae8df2cae6923bf3ded4c78375fb1c22aeb3aaba6f37234004ebaf45cec42,This Node is located in a residental area to monitor background pollution levels that the residents experience.,300.0,normal,99.0,excellent,nominal,healthy,A3743L80,2021-10-08T10:02:46.157Z,,2023-02-05T20:04:37.073Z,0,0,0.0,0,4.148266315460205,7,27,1,0,0,0,36.0,1.0,Measurement,,,,,12.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Havering, Quid Pro Quo, Solar300, V1",Mayor of London,Mayor of London,Feb  5 2023  8:00PM
142,CLDP0164,Princess Royal Hospital,51.36608123779297,0.0579169988632202,,Roadside,2.5,1.5,Hospital,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/b73d8cb30f04f30c59df8fd825e44c96c41cdfcda8e3bf07e6fcf58d815181bd,,300.0,normal,99.0,excellent,nominal,healthy,AC78CBKY,2021-10-11T11:34:50.913Z,,2023-02-05T20:34:02.757Z,0,0,0.0,0,4.134974479675293,7,31,1,0,0,0,51.0,1.0,Measurement,,,,,10.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Bromley, Deployed, Solar300, V1",Bromley Council,Mayor of London,Feb  5 2023  8:00PM
143,CLDP0165,Featherstone Primary School,51.498233795166016,-0.3958980143070221,,Roadside,2.0,0.449999988079071,School,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/b38ca576c6ee2bd385f575d8a4b7445b9dc3b9d7d982258053781f076b081359,"Featherstone Primary and Nursery School is located in Southall, a large suburban district of West London. Southall has a lively and diverse community with strong Indian and Pakistani roots here mixed with communities from all over the world. Featherstone School is an inclusive, multi-cultural school with over 700 pupils, has three forms of entry and a 100-place Nursery.",300.0,normal,99.0,excellent,nominal,healthy,AC3HX41B,2021-10-19T15:00:00.000Z,,2023-02-05T20:33:31.397Z,0,0,0.0,0,4.143835544586182,7,31,1,0,0,0,62.0,1.0,Measurement,,,,,13.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Ealing, Solar300, V1",,,Feb  5 2023  8:00PM
